"Data file recorded 2023/8/27  12:31:48"
" time  hx711, qdec3, qdec5, adc8,  adc9, adc10, adc11, adc12, adc13, adc14, adc15"
# Hello World 7/11/23 from main()
# LED0 initialized PA5
# led_init: success. Wait for LED blink
# Starting print thread
# printq access blocked by other thread. msg = # printq test message- hello from main.c 
# Clock cycles per second 96000000
 # End DAC init. Using PA4. DAC_MAX=4095 and DAC channel 1
# End ADC init PB0 PB1 PC0 PC1 PC2 PC3 PC4 PC5
# End PWM init. TIM1 PA8 PA9 PA10 PA11, TIM4 PB6 PB7 PB8 PB9, PWM13 PA6, PWM14 PA7
# End HX711 init TIM2 Ch4 PB2 as PD_SCK and PB5 as DOUT input
# End qdec inputs init. TIM3 PC6 PC7, TIM5 PA0 PA1 (32 bit)
# Starting heartbeat thread
# Starting uart input thread
# Starting hx711 thread
# Starting control thread
# Starting print_state thread
# Starting uart input thread: at tick 0.331803 
 # Starting hx711_thread
 # Starting print_state thread: at tick 32501203 (5000 ms PRNWAIT)
 #      t=,    hx711, qdec3, qdec5, adc8,  adc9, adc10, adc11, adc12, adc13, adc14, adc15  
    0.0000,        0,     0,     0,    0,     0,     0,     0,     0,     0,     0,     0
 # Starting control thread: at tick 41454889 
 # Input_thread count 221 time 16.433828 cmd = PFRQ1 value = -457
 # Input_thread count 222 time 16.449329 cmd = PFRQ2 value = 457
   16.4904,        0,     0,     0, 1027,   907,  1071,  1108,  1130,   643,   938,   938
 # Input_thread count 223 time 16.515432 cmd = PFRQ1 value = -451
 # Input_thread count 224 time 16.530930 cmd = PFRQ2 value = 451
   16.5927,        0,     0,     0, 1173,  1242,  1295,  1275,  1338,   936,  1177,  1177
 # Input_thread count 225 time 16.630035 cmd = PFRQ1 value = -444
 # Input_thread count 226 time 16.645636 cmd = PFRQ2 value = 444
   16.6939,        0,     0,     0, 1251,   999,  1547,  1587,  1788,  1887,  1304,  1304
 # Input_thread count 227 time 16.730429 cmd = PFRQ1 value = -437
 # Input_thread count 228 time 16.745930 cmd = PFRQ2 value = 437
   16.7962,        0,     0,     0, 1590,  1506,  1770,  1796,  1877,  2749,  2093,  2093
 # Input_thread count 229 time 16.829636 cmd = PFRQ1 value = -430
 # Input_thread count 230 time 16.845133 cmd = PFRQ2 value = 430
   16.8964,        0,     0,     0, 1405,  1166,  1616,  1648,  1776,  2709,  1919,  1919
 # Input_thread count 231 time 16.945335 cmd = PFRQ1 value = -422
 # Input_thread count 232 time 16.960833 cmd = PFRQ2 value = 422
   16.9998,        0,     0,     0, 1130,   934,   943,   986,   880,  1885,  1526,  1526
 # Input_thread count 233 time 17.030235 cmd = PFRQ1 value = -413
 # Input_thread count 234 time 17.045734 cmd = PFRQ2 value = 413
   17.1000,        0,     0,     0, 1248,  1210,   964,   957,   811,  1679,  1553,  1553
 # Input_thread count 235 time 17.161333 cmd = PFRQ1 value = -404
 # Input_thread count 236 time 17.176834 cmd = PFRQ2 value = 404
   17.2012,        0,     0,     0,  913,   779,   650,   684,   527,   690,   961,   961
 # Input_thread count 237 time 17.246235 cmd = PFRQ1 value = -395
 # Input_thread count 238 time 17.261835 cmd = PFRQ2 value = 395
   17.3035,        0,     0,     0,  896,   851,   883,   910,   893,   585,   838,   838
 # Input_thread count 239 time 17.332335 cmd = PFRQ1 value = -385
 # Input_thread count 240 time 17.362133 cmd = PFRQ2 value = 385
   17.4047,        0,     0,     0, 1004,  1056,  1019,  1039,  1028,   596,   935,   935
 # Input_thread count 241 time 17.431534 cmd = PFRQ1 value = -375
 # Input_thread count 242 time 17.447033 cmd = PFRQ2 value = 375
   17.5060,        0,     0,     0,  996,   883,  1038,  1061,  1071,   627,  1046,  1046
 # Input_thread count 243 time 17.548328 cmd = PFRQ1 value = -365
 # Input_thread count 244 time 17.563828 cmd = PFRQ2 value = 365
   17.6094,        0,     0,     0,  959,  1020,  1068,  1063,  1084,   650,   901,   901
 # Input_thread count 245 time 17.633230 cmd = PFRQ1 value = -354
 # Input_thread count 246 time 17.648729 cmd = PFRQ2 value = 354
   17.7117,        0,     0,     0, 1021,  1051,  1166,  1180,  1248,   883,   972,   972
 # Input_thread count 247 time 17.747835 cmd = PFRQ1 value = -343
 # Input_thread count 248 time 17.764433 cmd = PFRQ2 value = 343
   17.8129,        0,     0,     0, 1324,  1124,  1626,  1631,  1814,  1855,  1475,  1475
 # Input_thread count 249 time 17.833933 cmd = PFRQ1 value = -331
 # Input_thread count 250 time 17.848333 cmd = PFRQ2 value = 331
   17.9141,        0,     0,     0, 1396,  1340,  1753,  1791,  2046,  2762,  1832,  1832
 # Input_thread count 251 time 17.949631 cmd = PFRQ1 value = -319
 # Input_thread count 252 time 17.965134 cmd = PFRQ2 value = 319
   18.0164,        0,     0,     0, 1469,  1400,  1577,  1554,  1600,  2630,  1855,  1855
 # Input_thread count 253 time 18.065332 cmd = PFRQ1 value = -306
 # Input_thread count 254 time 18.081934 cmd = PFRQ2 value = 306
   18.1177,        0,     0,     0, 1490,  1407,  1376,  1347,  1314,  2544,  1995,  1995
 # Input_thread count 255 time 18.166729 cmd = PFRQ1 value = -294
 # Input_thread count 256 time 18.181135 cmd = PFRQ2 value = 294
   18.2178,        0,     0,     0, 1286,  1048,  1209,  1247,  1252,  2486,  1819,  1819
 # Input_thread count 257 time 18.251635 cmd = PFRQ1 value = -281
 # Input_thread count 258 time 18.267132 cmd = PFRQ2 value = 281
   18.3201,        0,     0,     0, 1009,   859,   719,   775,   577,   808,  1058,  1058
 # Input_thread count 259 time 18.351936 cmd = PFRQ1 value = -267
 # Input_thread count 260 time 18.367535 cmd = PFRQ2 value = 267
   18.4213,        0,     0,     0,  996,  1069,   829,   837,   732,   551,   999,   999
 # Input_thread count 261 time 18.445734 cmd = PFRQ1 value = -254
 # Input_thread count 262 time 18.461233 cmd = PFRQ2 value = 254
   18.5236,        0,     0,     0,  931,   782,   965,  1028,  1046,   600,   825,   825
 # Input_thread count 263 time 18.553734 cmd = PFRQ1 value = -239
 # Input_thread count 264 time 18.568132 cmd = PFRQ2 value = 239
   18.6248,        0,     0,     0, 1016,   907,  1070,  1098,  1123,   669,   943,   943
 # Input_thread count 265 time 18.676027 cmd = PFRQ1 value = -225
 # Input_thread count 266 time 18.691530 cmd = PFRQ2 value = 225
   18.7250,        0,     0,     0,  910,   793,   991,  1037,  1079,   652,   832,   832
 # Input_thread count 267 time 18.768633 cmd = PFRQ1 value = -210
 # Input_thread count 268 time 18.784134 cmd = PFRQ2 value = 210
   18.8273,        0,     0,     0,  896,   894,  1019,  1047,  1105,   708,   788,   788
 # Input_thread count 269 time 18.868935 cmd = PFRQ1 value = -195
 # Input_thread count 270 time 18.884434 cmd = PFRQ2 value = 195
   18.9297,        0,     0,     0,  926,   929,  1032,  1036,  1100,   743,   827,   827
 # Input_thread count 271 time 18.969234 cmd = PFRQ1 value = -179
 # Input_thread count 272 time 18.984831 cmd = PFRQ2 value = 179
   19.0309,        0,     0,     0, 1238,  1298,  1360,  1337,  1432,  1200,  1318,  1318
 # Input_thread count 273 time 19.055328 cmd = PFRQ1 value = -164
 # Input_thread count 274 time 19.069733 cmd = PFRQ2 value = 164
   19.1322,        0,     0,     0, 1258,  1067,  1592,  1604,  1824,  2123,  1553,  1553
 # Input_thread count 275 time 19.169935 cmd = PFRQ1 value = -148
 # Input_thread count 276 time 19.185434 cmd = PFRQ2 value = 148
   19.2345,        0,     0,     0, 1420,  1557,  1613,  1581,  1661,  2677,  1834,  1834
 # Input_thread count 277 time 19.270233 cmd = PFRQ1 value = -131
 # Input_thread count 278 time 19.286827 cmd = PFRQ2 value = 131
   19.3357,        0,     0,     0, 1515,  1287,  1486,  1468,  1467,  2592,  2045,  2045
 # Input_thread count 279 time 19.370533 cmd = PFRQ1 value = -115
 # Input_thread count 280 time 19.386034 cmd = PFRQ2 value = 115
   19.4380,        0,     0,     0, 1128,  1080,   876,   925,   760,  1475,  1358,  1358
 # Input_thread count 281 time 19.470833 cmd = PFRQ1 value = -98
 # Input_thread count 282 time 19.486334 cmd = PFRQ2 value = 98
   19.5404,        0,     0,     0,  932,   939,   798,   823,   736,   537,   837,   837
 # Input_thread count 283 time 19.571331 cmd = PFRQ1 value = -80
 # Input_thread count 284 time 19.586830 cmd = PFRQ2 value = 80
   19.6405,        0,     0,     0, 1020,  1152,   926,   904,   795,   540,   910,   910
 # Input_thread count 285 time 19.687033 cmd = PFRQ1 value = -63
 # Input_thread count 286 time 19.702534 cmd = PFRQ2 value = 63
   19.7417,        0,     0,     0,  960,  1041,  1002,  1024,   986,   594,   854,   854
 # Input_thread count 287 time 19.787333 cmd = PFRQ1 value = -46
 # Input_thread count 288 time 19.809431 cmd = PFRQ2 value = 46
   19.8429,        0,     0,     0, 1035,  1061,  1050,  1059,  1054,   608,   897,   897
 # Input_thread count 289 time 19.871140 cmd = PFRQ1 value = -28
 # Input_thread count 290 time 19.887732 cmd = PFRQ2 value = 28
   19.9431,        0,     0,     0,  961,  1019,  1043,  1071,  1090,   626,   894,   894
 # Input_thread count 291 time 19.972528 cmd = PFRQ1 value = -10
 # Input_thread count 292 time 19.988033 cmd = PFRQ2 value = 10
   20.0454,        0,     0,     0,  931,   971,  1017,  1053,  1098,   677,   873,   873
 # Input_thread count 293 time 20.090433 cmd = PFRQ1 value = 8
 # Input_thread count 294 time 20.107128 cmd = PFRQ2 value = -8
   20.1467,        0,     0,     0, 1012,   917,  1080,  1092,  1118,   719,   975,   975
 # Input_thread count 295 time 20.174330 cmd = PFRQ1 value = 26
 # Input_thread count 296 time 20.203035 cmd = PFRQ2 value = -26
   20.2468,        0,     0,     0,  877,   805,   996,  1051,  1108,   705,   868,   868
 # Input_thread count 297 time 20.298834 cmd = PFRQ1 value = 45
 # Input_thread count 298 time 20.314331 cmd = PFRQ2 value = -45
   20.3480,        0,     0,     0, 1061,  1188,  1137,  1129,  1161,   744,  1011,  1011
 # Input_thread count 299 time 20.395830 cmd = PFRQ1 value = 64
 # Input_thread count 300 time 20.410233 cmd = PFRQ2 value = -64
   20.4492,        0,     0,     0, 1008,  1065,  1149,  1139,  1214,   878,   998,   998
 # Input_thread count 301 time 20.490627 cmd = PFRQ1 value = 83
 # Input_thread count 302 time 20.506130 cmd = PFRQ2 value = -83
   20.5515,        0,     0,     0, 1282,  1034,  1624,  1652,  1919,  2503,  1600,  1600
 # Input_thread count 303 time 20.573330 cmd = PFRQ1 value = 103
 # Input_thread count 304 time 20.588829 cmd = PFRQ2 value = -103
   20.6527,        0,     0,     0, 1500,  1296,  1701,  1698,  1822,  2699,  2005,  2005
 # Input_thread count 305 time 20.673729 cmd = PFRQ1 value = 122
 # Input_thread count 306 time 20.689230 cmd = PFRQ2 value = -122
   20.7528,        0,     0,     0, 1354,  1237,  1563,  1550,  1704,  2656,  1813,  1813
 # Input_thread count 307 time 20.789429 cmd = PFRQ1 value = 142
 # Input_thread count 308 time 20.804928 cmd = PFRQ2 value = -142
   20.8551,        0,     0,     0, 1516,  1528,  1432,  1359,  1327,  2531,  2012,  2012
 # Input_thread count 309 time 20.873230 cmd = PFRQ1 value = 162
 # Input_thread count 310 time 20.888735 cmd = PFRQ2 value = -162
   20.9563,        0,     0,     0, 1142,  1094,   966,   973,   841,  1747,  1509,  1509
 # Input_thread count 311 time 21.004341 cmd = PFRQ1 value = 182
 # Input_thread count 312 time 21.027533 cmd = PFRQ2 value = -182
   21.0575,        0,     0,     0, 1090,  1040,   772,   797,   596,   842,  1109,  1109
 # Input_thread count 313 time 21.105732 cmd = PFRQ1 value = 202
 # Input_thread count 314 time 21.131130 cmd = PFRQ2 value = -202
   21.1598,        0,     0,     0, 1040,  1040,   969,   982,   924,   564,   900,   900
 # Input_thread count 315 time 21.201735 cmd = PFRQ1 value = 222
 # Input_thread count 316 time 21.228241 cmd = PFRQ2 value = -222
   21.2599,        0,     0,     0,  895,   717,   916,   952,   927,   565,   724,   724
 # Input_thread count 317 time 21.306433 cmd = PFRQ1 value = 243
 # Input_thread count 318 time 21.328533 cmd = PFRQ2 value = -243
   21.3611,        0,     0,     0, 1132,  1278,  1172,  1135,  1117,   653,  1052,  1052
 # Input_thread count 319 time 21.393534 cmd = PFRQ1 value = 263
 # Input_thread count 320 time 21.410130 cmd = PFRQ2 value = -263
   21.4624,        0,     0,     0,  941,   806,   988,  1060,  1078,   626,   846,   846
 # Input_thread count 321 time 21.496035 cmd = PFRQ1 value = 284
 # Input_thread count 322 time 21.511534 cmd = PFRQ2 value = -284
   21.5636,        0,     0,     0, 1035,  1069,  1114,  1134,  1165,   672,   907,   907
 # Input_thread count 323 time 21.609535 cmd = PFRQ1 value = 305
 # Input_thread count 324 time 21.625034 cmd = PFRQ2 value = -305
   21.6659,        0,     0,     0, 1075,  1171,  1118,  1133,  1167,   732,  1007,  1007
 # Input_thread count 325 time 21.712029 cmd = PFRQ1 value = 326
 # Input_thread count 326 time 21.728735 cmd = PFRQ2 value = -326
   21.7671,        0,     0,     0,  910,   970,  1030,  1050,  1111,   738,   895,   895
 # Input_thread count 327 time 21.800329 cmd = PFRQ1 value = 347
 # Input_thread count 328 time 21.829033 cmd = PFRQ2 value = -347
   21.8683,        0,     0,     0, 1118,  1002,  1278,  1291,  1341,  1060,  1132,  1132
 # Input_thread count 329 time 21.891830 cmd = PFRQ1 value = 368
 # Input_thread count 330 time 21.907331 cmd = PFRQ2 value = -368
   21.9695,        0,     0,     0, 1173,  1180,  1545,  1501,  1755,  1990,  1441,  1441
 # Input_thread count 331 time 22.007534 cmd = PFRQ1 value = 389
 # Input_thread count 332 time 22.029634 cmd = PFRQ2 value = -389
   22.0696,        0,     0,     0, 1340,  1327,  1673,  1614,  1830,  2125,  1625,  1625
 # Input_thread count 333 time 22.092430 cmd = PFRQ1 value = 409
 # Input_thread count 334 time 22.107929 cmd = PFRQ2 value = -409
   22.1697,        0,     0,     0, 1247,  1191,  1582,  1567,  1797,  2185,  1461,  1461
 # Input_thread count 335 time 22.192734 cmd = PFRQ1 value = 430
 # Input_thread count 336 time 22.208332 cmd = PFRQ2 value = -430
   22.2731,        0,     0,     0, 1322,  1032,  1329,  1345,  1396,  2571,  1774,  1774
 # Input_thread count 337 time 22.293135 cmd = PFRQ1 value = 452
 # Input_thread count 338 time 22.307533 cmd = PFRQ2 value = -452
   22.3754,        0,     0,     0, 1216,  1140,   942,   924,   763,  1531,  1492,  1492
 # Input_thread count 339 time 22.402235 cmd = PFRQ1 value = 473
 # Input_thread count 340 time 22.430933 cmd = PFRQ2 value = -473
   22.4766,        0,     0,     0,  904,   740,   662,   722,   564,   613,   894,   894
 # Input_thread count 341 time 22.532251 cmd = PFRQ1 value = 495
 # Input_thread count 342 time 22.546635 cmd = PFRQ2 value = -495
   22.5767,        0,     0,     0, 1075,  1102,   776,   767,   590,   562,  1077,  1077
 # Input_thread count 343 time 22.610529 cmd = PFRQ1 value = 516
 # Input_thread count 344 time 22.631533 cmd = PFRQ2 value = -516
   22.6779,        0,     0,     0,  929,   882,   801,   873,   813,   546,   822,   822
 # Input_thread count 345 time 22.731733 cmd = PFRQ1 value = 537
 # Input_thread count 346 time 22.762632 cmd = PFRQ2 value = -537
   22.7803,        0,     0,     0,  972,   890,  1002,  1072,  1079,   625,   866,   866
 # Input_thread count 347 time 22.832129 cmd = PFRQ1 value = 558
 # Input_thread count 348 time 22.846533 cmd = PFRQ2 value = -558
   22.8827,        0,     0,     0,  948,   782,  1001,  1050,  1108,   682,   778,   778
 # Input_thread count 349 time 22.932434 cmd = PFRQ1 value = 580
 # Input_thread count 350 time 22.947933 cmd = PFRQ2 value = -580
   22.9829,        0,     0,     0, 1096,  1130,  1146,  1151,  1177,   720,  1002,  1002
 # Input_thread count 351 time 23.032734 cmd = PFRQ1 value = 600
 # Input_thread count 352 time 23.048235 cmd = PFRQ2 value = -600
   23.0852,        0,     0,     0,  981,  1316,  1107,  1102,  1145,   766,   943,   943
 # Input_thread count 353 time 23.148432 cmd = PFRQ1 value = 622
 # Input_thread count 354 time 23.163933 cmd = PFRQ2 value = -622
   23.1875,        0,     0,     0, 1073,   928,  1299,  1303,  1453,  1274,  1140,  1140
 # Input_thread count 355 time 23.233328 cmd = PFRQ1 value = 643
 # Input_thread count 356 time 23.248829 cmd = PFRQ2 value = -643
   23.2887,        0,     0,     0, 1346,  1188,  1665,  1591,  1802,  2128,  1633,  1633
 # Input_thread count 357 time 23.310534 cmd = PFRQ1 value = 664
 # Input_thread count 358 time 23.332634 cmd = PFRQ2 value = -664
   23.3899,        0,     0,     0, 1275,  1087,  1596,  1588,  1829,  2703,  1842,  1842
 # Input_thread count 359 time 23.432930 cmd = PFRQ1 value = 685
 # Input_thread count 360 time 23.448437 cmd = PFRQ2 value = -685
   23.4900,        0,     0,     0, 1425,  1266,  1686,  1658,  1850,  2716,  2084,  2084
 # Input_thread count 361 time 23.533232 cmd = PFRQ1 value = 705
 # Input_thread count 362 time 23.548731 cmd = PFRQ2 value = -705
   23.5923,        0,     0,     0, 1342,  1398,  1409,  1322,  1354,  2557,  1935,  1935
 # Input_thread count 363 time 23.632435 cmd = PFRQ1 value = 726
 # Input_thread count 364 time 23.647934 cmd = PFRQ2 value = -726
   23.6935,        0,     0,     0, 1309,   935,  1024,  1000,   932,  1995,  1536,  1536
 # Input_thread count 365 time 23.732733 cmd = PFRQ1 value = 747
 # Input_thread count 366 time 23.748234 cmd = PFRQ2 value = -747
   23.7937,        0,     0,     0, 1258,  1272,  1103,  1047,   887,  1852,  1724,  1724
 # Input_thread count 367 time 23.848434 cmd = PFRQ1 value = 767
 # Input_thread count 368 time 23.863934 cmd = PFRQ2 value = -767
   23.8949,        0,     0,     0,  951,   734,   702,   762,   610,   906,   933,   933
 # Input_thread count 369 time 23.948734 cmd = PFRQ1 value = 788
 # Input_thread count 370 time 23.964331 cmd = PFRQ2 value = -788
   23.9973,        0,     0,     0,  925,   712,   874,   942,   905,   553,   715,   715
 # Input_thread count 371 time 24.049131 cmd = PFRQ1 value = 808
 # Input_thread count 372 time 24.064629 cmd = PFRQ2 value = -808
   24.0985,        0,     0,     0, 1185,  1518,  1248,  1200,  1108,   640,  1067,  1067
 # Input_thread count 373 time 24.148333 cmd = PFRQ1 value = 828
 # Input_thread count 374 time 24.163836 cmd = PFRQ2 value = -828
   24.1986,        0,     0,     0, 1077,  1149,  1121,  1134,  1105,   640,   892,   892
 # Input_thread count 375 time 24.248638 cmd = PFRQ1 value = 848
 # Input_thread count 376 time 24.264133 cmd = PFRQ2 value = -848
   24.3009,        0,     0,     0, 1132,  1157,  1102,  1151,  1175,   681,   967,   967
 # Input_thread count 377 time 24.348930 cmd = PFRQ1 value = 868
 # Input_thread count 378 time 24.364431 cmd = PFRQ2 value = -868
   24.4021,        0,     0,     0,  930,   830,  1057,  1107,  1146,   714,   882,   882
 # Input_thread count 379 time 24.448133 cmd = PFRQ1 value = 887
 # Input_thread count 380 time 24.463634 cmd = PFRQ2 value = -887
   24.5034,        0,     0,     0,  930,   885,  1022,  1073,  1120,   721,   825,   825
 # Input_thread count 381 time 24.548435 cmd = PFRQ1 value = 907
 # Input_thread count 382 time 24.564035 cmd = PFRQ2 value = -907
   24.6068,        0,     0,     0, 1227,  1061,  1507,  1475,  1640,  1673,  1196,  1196
 # Input_thread count 383 time 24.648832 cmd = PFRQ1 value = 927
 # Input_thread count 384 time 24.664333 cmd = PFRQ2 value = -927
   24.7091,        0,     0,     0, 1409,  1213,  1647,  1630,  1818,  2696,  1991,  1991
 # Input_thread count 385 time 24.749128 cmd = PFRQ1 value = 946
 # Input_thread count 386 time 24.764631 cmd = PFRQ2 value = -946
   24.8115,        0,     0,     0, 1423,  1454,  1413,  1325,  1325,  2542,  2001,  2001
 # Input_thread count 387 time 24.832933 cmd = PFRQ1 value = 965
 # Input_thread count 388 time 24.848434 cmd = PFRQ2 value = -965
   24.9116,        0,     0,     0, 1276,  1009,  1252,  1230,  1258,  2493,  1739,  1739
 # Input_thread count 389 time 24.948635 cmd = PFRQ1 value = 983
 # Input_thread count 390 time 24.964134 cmd = PFRQ2 value = -983
   25.0139,        0,     0,     0, 1097,   916,   806,   797,   625,   963,  1185,  1185
 # Input_thread count 391 time 25.033533 cmd = PFRQ1 value = 1002
 # Input_thread count 392 time 25.049032 cmd = PFRQ2 value = -1002
   25.1151,        0,     0,     0,  873,   727,   699,   765,   653,   504,   808,   808
 # Input_thread count 393 time 25.133930 cmd = PFRQ1 value = 1020
 # Input_thread count 394 time 25.149429 cmd = PFRQ2 value = -1020
   25.2152,        0,     0,     0,  966,   991,   795,   800,   673,   507,   912,   912
 # Input_thread count 395 time 25.259527 cmd = PFRQ1 value = 1038
 # Input_thread count 396 time 25.273933 cmd = PFRQ2 value = -1038
   25.3164,        0,     0,     0,  998,  1060,   981,  1008,   957,   576,   830,   830
 # Input_thread count 397 time 25.365328 cmd = PFRQ1 value = 1056
 # Input_thread count 398 time 25.380833 cmd = PFRQ2 value = -1056
   25.4187,        0,     0,     0,  974,   786,   983,  1091,  1101,   634,   768,   768
